Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2018-19SEPTEMBERENG,2018-19,SEPTEMBER,ENG,NA,ENG,NA,A37,5245,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19SEPTEMBERENG,2018-19,SEPTEMBER,ENG,NA,ENG,NA,A38,12106,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A24,23874408,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A25,431,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A26,750,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A27,25487362,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A28,672,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A29,1251,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A30,474677999,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A31,1275,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A32,2605,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A33,638742018,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A34,3623,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A35,8502,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A36,65814545,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A37,5028,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERENG,2018-19,OCTOBER,ENG,NA,ENG,NA,A38,11565,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A24,24324491,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A25,431,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A26,751,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A27,25889892,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A28,671,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A29,1256,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A30,499574222,Response times - C2 - Response times - Total (hours)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A31,1316,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A32,2693,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A33,651386509,Response times - C3 - Response times - Total (hours)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A34,3804,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A35,8927,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A36,64863967,Response times - C4 - Response times - Total (hours)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A37,5140,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19NOVEMBERENG,2018-19,NOVEMBER,ENG,NA,ENG,NA,A38,11826,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A24,25674608,Response times - C1 - Response times - Total (hours)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A25,426,Response times - C1 - Response times - Mean (min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A26,745,Response times - C1 - Response times - 90th centile (min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A27,27195284,Response times - C1T - Response times - Total (hours)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A28,657,Response times - C1T - Response times - Mean (min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A29,1232,Response times - C1T - Response times - 90th centile (min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A30,549274088,Response times - C2 - Response times - Total (hours)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A31,1343,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A32,2782,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A33,698229197,Response times - C3 - Response times - Total (hours)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A34,3987,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A35,9424,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A36,76063383,Response times - C4 - Response times - Total (hours)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A37,5053,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19DECEMBERENG,2018-19,DECEMBER,ENG,NA,ENG,NA,A38,11371,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A24,25699400,Response times - C1 - Response times - Total (hours)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A25,428,Response times - C1 - Response times - Mean (min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A26,740,Response times - C1 - Response times - 90th centile (min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A27,27818894,Response times - C1T - Response times - Total (hours)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A28,676,Response times - C1T - Response times - Mean (min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A29,1258,Response times - C1T - Response times - 90th centile (min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A30,565132586,Response times - C2 - Response times - Total (hours)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A31,1378,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A32,2859,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A33,697601451,Response times - C3 - Response times - Total (hours)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A34,4063,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A35,9609,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A36,75051433,Response times - C4 - Response times - Total (hours)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A37,5144,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19JANUARYENG,2018-19,JANUARY,ENG,NA,ENG,NA,A38,11763,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A24,23884392,Response times - C1 - Response times - Total (hours)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A25,437,Response times - C1 - Response times - Mean (min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A26,761,Response times - C1 - Response times - 90th centile (min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A27,25677514,Response times - C1T - Response times - Total (hours)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A28,683,Response times - C1T - Response times - Mean (min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A29,1258,Response times - C1T - Response times - 90th centile (min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A30,518468066,Response times - C2 - Response times - Total (hours)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A31,1417,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A32,2937,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A33,660204066,Response times - C3 - Response times - Total (hours)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A34,4340,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A35,10277,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A36,69567532,Response times - C4 - Response times - Total (hours)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A37,5392,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19FEBRUARYENG,2018-19,FEBRUARY,ENG,NA,ENG,NA,A38,12049,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A24,24994916,Response times - C1 - Response times - Total (hours)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A25,420,Response times - C1 - Response times - Mean (min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A26,731,Response times - C1 - Response times - 90th centile (min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A27,26328820,Response times - C1T - Response times - Total (hours)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A28,647,Response times - C1T - Response times - Mean (min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A29,1195,Response times - C1T - Response times - 90th centile (min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A30,498146620,Response times - C2 - Response times - Total (hours)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A31,1275,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A32,2592,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A33,643692167,Response times - C3 - Response times - Total (hours)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A34,3684,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A35,8711,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A36,73632444,Response times - C4 - Response times - Total (hours)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A37,4829,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19MARCHENG,2018-19,MARCH,ENG,NA,ENG,NA,A38,11019,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A24,23813447,Response times - C1 - Response times - Total (hours)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A25,419,Response times - C1 - Response times - Mean (min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A26,735,Response times - C1 - Response times - 90th centile (min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A27,24697155,Response times - C1T - Response times - Total (hours)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A28,640,Response times - C1T - Response times - Mean (min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A29,1184,Response times - C1T - Response times - 90th centile (min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A30,493892144,Response times - C2 - Response times - Total (hours)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A31,1289,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A32,2639,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A33,633181135,Response times - C3 - Response times - Total (hours)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A34,3744,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A35,8979,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A36,71258771,Response times - C4 - Response times - Total (hours)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A37,4836,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20APRILENG,2019-20,APRIL,ENG,NA,ENG,NA,A38,11184,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A24,23955531,Response times - C1 - Response times - Total (hours)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A25,414,Response times - C1 - Response times - Mean (min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A26,724,Response times - C1 - Response times - 90th centile (min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A27,24899828,Response times - C1T - Response times - Total (hours)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A28,631,Response times - C1T - Response times - Mean (min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A29,1171,Response times - C1T - Response times - 90th centile (min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A30,487271646,Response times - C2 - Response times - Total (hours)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A31,1262,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A32,2578,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A33,634277949,Response times - C3 - Response times - Total (hours)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A34,3642,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A35,8638,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A36,77059245,Response times - C4 - Response times - Total (hours)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A37,4565,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20MAYENG,2019-20,MAY,ENG,NA,ENG,NA,A38,10432,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A24,24709815,Response times - C1 - Response times - Total (hours)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A25,427,Response times - C1 - Response times - Mean (min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A26,749,Response times - C1 - Response times - 90th centile (min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A27,26015521,Response times - C1T - Response times - Total (hours)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A28,661,Response times - C1T - Response times - Mean (min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A29,1221,Response times - C1T - Response times - 90th centile (min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A30,508590073,Response times - C2 - Response times - Total (hours)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A31,1348,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A32,2763,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A33,682976163,Response times - C3 - Response times - Total (hours)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A34,4129,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A35,9883,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A36,76802162,Response times - C4 - Response times - Total (hours)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A37,4931,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20JUNEENG,2019-20,JUNE,ENG,NA,ENG,NA,A38,11253,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A24,26802436,Response times - C1 - Response times - Total (hours)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A25,434,Response times - C1 - Response times - Mean (min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A26,763,Response times - C1 - Response times - 90th centile (min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A27,27854642,Response times - C1T - Response times - Total (hours)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A28,670,Response times - C1T - Response times - Mean (min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A29,1272,Response times - C1T - Response times - 90th centile (min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A30,552466411,Response times - C2 - Response times - Total (hours)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A31,1399,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A32,2880,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A33,746883325,Response times - C3 - Response times - Total (hours)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A34,4305,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A35,10291,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A36,83302167,Response times - C4 - Response times - Total (hours)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A37,5153,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20JULYENG,2019-20,JULY,ENG,NA,ENG,NA,A38,12023,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A24,24503229,Response times - C1 - Response times - Total (hours)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A25,425,Response times - C1 - Response times - Mean (min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A26,749,Response times - C1 - Response times - 90th centile (min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A27,24775364,Response times - C1T - Response times - Total (hours)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A28,643,Response times - C1T - Response times - Mean (min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A29,1207,Response times - C1T - Response times - 90th centile (min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A30,490270575,Response times - C2 - Response times - Total (hours)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A31,1279,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A32,2612,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A33,654091810,Response times - C3 - Response times - Total (hours)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A34,3767,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A35,8898,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A36,74385240,Response times - C4 - Response times - Total (hours)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A37,4484,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20AUGUSTENG,2019-20,AUGUST,ENG,NA,ENG,NA,A38,10260,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A24,24253369,Response times - C1 - Response times - Total (hours)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A25,435,Response times - C1 - Response times - Mean (min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A26,764,Response times - C1 - Response times - 90th centile (min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A27,24424306,Response times - C1T - Response times - Total (hours)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A28,647,Response times - C1T - Response times - Mean (min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A29,1216,Response times - C1T - Response times - 90th centile (min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A30,511531776,Response times - C2 - Response times - Total (hours)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A31,1343,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A32,2741,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A33,675539710,Response times - C3 - Response times - Total (hours)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A34,4139,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A35,9839,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A36,74431724,Response times - C4 - Response times - Total (hours)
2019-20SEPTEMBERENG,2019-20,SEPTEMBER,ENG,NA,ENG,NA,A37,4774,Response times - C4 - Response times - Mean (hour: min:sec)
